"Source","RelPath","DB","Name","Ext","SizeBytes","Category","Status","Note","Coverage"
"INSTALL","Datai\Event\form4ev.xlt","EVENT","form4ev.xlt","xlt","29696","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\Form4ev_tema_SF.mnu","EVENT","Form4ev_tema_SF.mnu","mnu","506","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\glob.mnu","EVENT","glob.mnu","mnu","97","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\Gmd.mnu","EVENT","Gmd.mnu","mnu","1162","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\GOR.MNU","EVENT","GOR.MNU","mnu","1209","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\index.html","EVENT","index.html","html","30675","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\Lev_Tolstoi.html","EVENT","Lev_Tolstoi.html","html","13745","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\mer_VvPlan.gbl","EVENT","mer_VvPlan.gbl","gbl","2159","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\month_sf.mnu","EVENT","month_sf.mnu","mnu","147","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\MP_otd.mnu","EVENT","MP_otd.mnu","mnu","307","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\MP_sp.mnu","EVENT","MP_sp.mnu","mnu","533","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\MP_vse.mnu","EVENT","MP_vse.mnu","mnu","678","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\msc.mnu","EVENT","msc.mnu","mnu","147","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\mscr.mnu","EVENT","mscr.mnu","mnu","149","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\o330_H_FULL_mer.pft","EVENT","o330_H_FULL_mer.pft","pft","651","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OperHint.pft","EVENT","OperHint.pft","pft","4322","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OperHint_REG.pft","EVENT","OperHint_REG.pft","pft","774","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_991_ChGr.wss","EVENT","OR_991_ChGr.wss","wss","94","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_991_ChRdr.wss","EVENT","OR_991_ChRdr.wss","wss","59","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_991_Gost.wss","EVENT","OR_991_Gost.wss","wss","79","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_991_Plan.wss","EVENT","OR_991_Plan.wss","wss","163","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_991_VvPlan.wss","EVENT","OR_991_VvPlan.wss","wss","635","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_mer_ChGr.gbl","EVENT","OR_mer_ChGr.gbl","gbl","1145","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_mer_ChRdr.gbl","EVENT","OR_mer_ChRdr.gbl","gbl","660","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\or_mer_del888.gbl","EVENT","or_mer_del888.gbl","gbl","113","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_mer_Del932.gbl","EVENT","OR_mer_Del932.gbl","gbl","58","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_mer_del933.gbl","EVENT","OR_mer_del933.gbl","gbl","58","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_mer_Plan.gbl","EVENT","OR_mer_Plan.gbl","gbl","7745","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_mer_ToPlan.gbl","EVENT","OR_mer_ToPlan.gbl","gbl","305","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_mer_ToPlan.wss","EVENT","OR_mer_ToPlan.wss","wss","110","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_mer_ToPlan_ibfpft.pft","EVENT","OR_mer_ToPlan_ibfpft.pft","pft","310","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_mer_VvPlan.gbl","EVENT","OR_mer_VvPlan.gbl","gbl","4245","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\OR_mer_VvPlan0.gbl","EVENT","OR_mer_VvPlan0.gbl","gbl","483","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\PFTW.MNU","EVENT","PFTW.MNU","mnu","132","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\Pftw_h.opt","EVENT","Pftw_h.opt","opt","26","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\pl0.mnu","EVENT","pl0.mnu","mnu","85","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\Plan.pft","EVENT","Plan.pft","pft","2902","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\Plan.ws","EVENT","Plan.ws","ws","890","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\Reg.ws","EVENT","Reg.ws","ws","181","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\rel_bibl.pft","EVENT","rel_bibl.pft","pft","328","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\rel_ck.pft","EVENT","rel_ck.pft","pft","316","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\rel_ss.pft","EVENT","rel_ss.pft","pft","172","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\relation.mnu","EVENT","relation.mnu","mnu","132","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\SORT.MNU","EVENT","SORT.MNU","mnu","78","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\stf.mnu","EVENT","stf.mnu","mnu","224","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\StMer.mnu","EVENT","StMer.mnu","mnu","49","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\Stmer.wss","EVENT","Stmer.wss","wss","206","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\Tab_plan.pft","EVENT","Tab_plan.pft","pft","1813","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tab_plan_print.hdr","EVENT","tab_plan_print.hdr","hdr","22","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tab_plan_print.pft","EVENT","tab_plan_print.pft","pft","4","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tab_plan_print.srw","EVENT","tab_plan_print.srw","srw","1910","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tab_plan_print.tbg","EVENT","tab_plan_print.tbg","tbg","1946","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tab_plan_print.tbu","EVENT","tab_plan_print.tbu","tbu","1410","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tab_plan_print_sort.pft","EVENT","tab_plan_print_sort.pft","pft","807","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tab_plan_printH.pft","EVENT","tab_plan_printH.pft","pft","496","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tab_SpisokMP.hdr","EVENT","tab_SpisokMP.hdr","hdr","38","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\Tab_SpisokMP.mnu","EVENT","Tab_SpisokMP.mnu","mnu","369","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tab_SpisokMP.pft","EVENT","tab_SpisokMP.pft","pft","2463","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tab_SpisokMP.srw","EVENT","tab_SpisokMP.srw","srw","1128","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tab_SpisokMP.tbg","EVENT","tab_SpisokMP.tbg","tbg","4061","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tab_SpisokMP.tbu","EVENT","tab_SpisokMP.tbu","tbu","2704","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tab_SpisokMP.wss","EVENT","tab_SpisokMP.wss","wss","147","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\Tab_spisokMP_sort.pft","EVENT","Tab_spisokMP_sort.pft","pft","2606","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tab_SpisokMPH.pft","EVENT","tab_SpisokMPH.pft","pft","510","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\TABW.MNU","EVENT","TABW.MNU","mnu","132","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\tema.mnu","EVENT","tema.mnu","mnu","561","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\TipKC.mnu","EVENT","TipKC.mnu","mnu","37","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\TipKF.mnu","EVENT","TipKF.mnu","mnu","182","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\TipKP.mnu","EVENT","TipKP.mnu","mnu","29","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\TipLC.mnu","EVENT","TipLC.mnu","mnu","42","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\TipVC.mnu","EVENT","TipVC.mnu","mnu","262","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\TipVS.mnu","EVENT","TipVS.mnu","mnu","99","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\TipZZ.mnu","EVENT","TipZZ.mnu","mnu","121","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\TO_form3ev_tema_SF.mnu","EVENT","TO_form3ev_tema_SF.mnu","mnu","253","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\UNI.pft","EVENT","UNI.pft","pft","181","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\valaam.html","EVENT","valaam.html","html","12661","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\VstZ.gbl","EVENT","VstZ.gbl","gbl","378","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\Vv.mnu","EVENT","Vv.mnu","mnu","173","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\Vv_mn.mnu","EVENT","Vv_mn.mnu","mnu","293","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\VvPlan.wss","EVENT","VvPlan.wss","wss","85","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\ws31.opt","EVENT","ws31.opt","opt","53","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\Event\ws31_reg.opt","EVENT","ws31_reg.opt","opt","51","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!!kk0shp.pft","GUAR","!!kk0shp.pft","pft","3355","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!!kk0shp_H.pft","GUAR","!!kk0shp_H.pft","pft","3203","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!903_gua.pft","GUAR","!903_gua.pft","pft","867","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!amovi_gua.pft","GUAR","!amovi_gua.pft","pft","18411","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!amovik_gua.PFT","GUAR","!amovik_gua.PFT","pft","17566","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!amovog1_gua.pft","GUAR","!amovog1_gua.pft","pft","6197","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!amovog2_gua.pft","GUAR","!amovog2_gua.pft","pft","5956","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!amovog3_gua.pft","GUAR","!amovog3_gua.pft","pft","5977","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!amovu_gua.pft","GUAR","!amovu_gua.pft","pft","5182","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!DMODA.PFT","GUAR","!DMODA.PFT","pft","1706","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!DMODC.PFT","GUAR","!DMODC.PFT","pft","14","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!DMODCOL.PFT","GUAR","!DMODCOL.PFT","pft","131","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!DMODGEO.PFT","GUAR","!DMODGEO.PFT","pft","11","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!DMODHD.PFT","GUAR","!DMODHD.PFT","pft","309","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!DMODJZ.PFT","GUAR","!DMODJZ.PFT","pft","17","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!DMODK.PFT","GUAR","!DMODK.PFT","pft","143","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!DMODMHR.PFT","GUAR","!DMODMHR.PFT","pft","6","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!dmodmi.pft","GUAR","!dmodmi.pft","pft","211","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!DMODO.PFT","GUAR","!DMODO.PFT","pft","68","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!DMODR.PFT","GUAR","!DMODR.PFT","pft","10","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!DMODRIN.PFT","GUAR","!DMODRIN.PFT","pft","10","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!DMODS.PFT","GUAR","!DMODS.PFT","pft","11","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!DMODT.PFT","GUAR","!DMODT.PFT","pft","1031","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!DMODU.PFT","GUAR","!DMODU.PFT","pft","14","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\!tmov0_gua.pft","GUAR","!tmov0_gua.pft","pft","1334","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\106_gua.wss","GUAR","106_gua.wss","wss","174","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\106d_gua.mnu","GUAR","106d_gua.mnu","mnu","372","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\122_vl.pft","GUAR","122_vl.pft","pft","235","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\122_vrhr.mnu","GUAR","122_vrhr.mnu","mnu","34","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\122d_gua.wss","GUAR","122d_gua.wss","wss","187","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\122fod_gua.wss","GUAR","122fod_gua.wss","wss","529","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\200_gua.wss","GUAR","200_gua.wss","wss","397","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\215_gua.wss","GUAR","215_gua.wss","wss","93","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\2151_gua.mnu","GUAR","2151_gua.mnu","mnu","169","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\251dd_gua.wss","GUAR","251dd_gua.wss","wss","372","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\251fo_gua.wss","GUAR","251fo_gua.wss","wss","519","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\316_gua.wss","GUAR","316_gua.wss","wss","365","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\317_gua.wss","GUAR","317_gua.wss","wss","774","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\318_gua.wss","GUAR","318_gua.wss","wss","1407","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\320vs.wss","GUAR","320vs.wss","wss","521","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\321_gua.wss","GUAR","321_gua.wss","wss","805","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\325_gua.wss","GUAR","325_gua.wss","wss","103","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\327_gua.wss","GUAR","327_gua.wss","wss","778","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\327_gua_opis.wss","GUAR","327_gua_opis.wss","wss","1279","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\330_gua_dd.wss","GUAR","330_gua_dd.wss","wss","3148","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\330_gua_fond.wss","GUAR","330_gua_fond.wss","wss","220","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\330_gua_opis.wss","GUAR","330_gua_opis.wss","wss","1504","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\335_gua.wss","GUAR","335_gua.wss","wss","678","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\391m.wss","GUAR","391m.wss","wss","610","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\392_gua.wss","GUAR","392_gua.wss","wss","2469","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\397sv_gua.mnu","GUAR","397sv_gua.mnu","mnu","627","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\398_gua.wss","GUAR","398_gua.wss","wss","207","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\421_gua.wss","GUAR","421_gua.wss","wss","995","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\422_gua.wss","GUAR","422_gua.wss","wss","1780","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\430_gua.wss","GUAR","430_gua.wss","wss","274","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\452_gua.wss","GUAR","452_gua.wss","wss","1097","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\454_gua.wss","GUAR","454_gua.wss","wss","2623","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\463_gua.wss","GUAR","463_gua.wss","wss","1321","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\488_gua.mnu","GUAR","488_gua.mnu","mnu","155","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\488_gua.wss","GUAR","488_gua.wss","wss","717","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\545_gua.wss","GUAR","545_gua.wss","wss","273","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\600_gua.wss","GUAR","600_gua.wss","wss","2580","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\601_gua.wss","GUAR","601_gua.wss","wss","2404","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\602_gua.wss","GUAR","602_gua.wss","wss","2456","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\615_gua.wss","GUAR","615_gua.wss","wss","208","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\615D_gua.wss","GUAR","615D_gua.wss","wss","211","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\615F_gua.wss","GUAR","615F_gua.wss","wss","212","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\701_gua.wss","GUAR","701_gua.wss","wss","1536","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\7024_gua.mnu","GUAR","7024_gua.mnu","mnu","2639","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\703_gua.wss","GUAR","703_gua.wss","wss","1654","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\710D_gua.wss","GUAR","710D_gua.wss","wss","1188","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\713_gua.wss","GUAR","713_gua.wss","wss","1308","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\720_gua.wss","GUAR","720_gua.wss","wss","585","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\723_gua.wss","GUAR","723_gua.wss","wss","692","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\852_gua.mnu","GUAR","852_gua.mnu","mnu","109","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\852_gua.wss","GUAR","852_gua.wss","wss","715","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\852dd_gua.wss","GUAR","852dd_gua.wss","wss","610","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\852fo_gua.wss","GUAR","852fo_gua.wss","wss","644","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\900_gua.wss","GUAR","900_gua.wss","wss","678","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\900c_gua.mnu","GUAR","900c_gua.mnu","mnu","183","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\910m.wss","GUAR","910m.wss","wss","2091","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\920_gua.mnu","GUAR","920_gua.mnu","mnu","72","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\920_kn.mnu","GUAR","920_kn.mnu","mnu","618","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\933.wss","GUAR","933.wss","wss","149","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\951_vl.pft","GUAR","951_vl.pft","pft","668","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\961_gua.wss","GUAR","961_gua.wss","wss","1765","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\991delo.wss","GUAR","991delo.wss","wss","380","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\991dok.wss","GUAR","991dok.wss","wss","360","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\991fond.wss","GUAR","991fond.wss","wss","358","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\991opis.wss","GUAR","991opis.wss","wss","568","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\998_gua.wss","GUAR","998_gua.wss","wss","259","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\autoin.gbl","GUAR","autoin.gbl","gbl","9133","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\bottom_gua_sso_wn.pft","GUAR","bottom_gua_sso_wn.pft","pft","388","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\bottom_gua_wn.pft","GUAR","bottom_gua_wn.pft","pft","379","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\GUAR\brief.pft","GUAR","brief.pft","pft","297","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
